content
月球距地距离为389802千米，如果你以每小时100公里的车速腾空往月球驶去，不用六个月的时间，你就会抵达月球。
有一种运动会叫裸体奥运会，第一届是在巴西举办的，参赛选手必须一丝不挂，包括志愿者和记者。按照他们的说法，这样做的目的是为了致敬古希腊的前辈们。
《腌海雀》（Kiviak）是一种起源自格陵兰一带因纽特人的传统饮食，是将生海雀塞进生海豹里头发酵的肉类食品。因含有丰富维他命，是居住格陵兰酷寒环境里重要的补充来源。
衣冠禽兽这个成语原本是个褒义词。因为明朝文官官服绣禽，武官官服绘兽，所以衣冠禽兽指代官员。到了明朝中后期，因为官员腐败，欺压百姓，衣冠禽兽开始有了贬义。
在宋以前，老百姓一天只吃两顿饭。到了宋朝，经济繁荣，晚上也没有了宵禁，所以才加了一顿晚饭。
寿命最短的皇帝是东汉的第五位皇帝汉殇帝刘隆，出生百日时登基，一岁时夭折。
成语“乱七八糟”意源自史上两大著名内战：西汉时期的“七国之乱”（乱七）与西晋时期的“八王之乱”（八糟）。
世界上唯一一个国旗不是长方形或者正方形的国家是尼泊尔。
秦始皇陵兵马俑刚出土的时候原为彩色 发掘后由于接触到空气，几分钟后就变成了灰色。
惧怕666这个数字，其实是一种病。数字666恐惧症，英文名为：Hexakosioihexekontahexaphobia。
吉林市是中国唯一省市同名的城市。
河北唯一一所211大学河北工业大学却在天津。
北京时间不是“北京的时间”，而是东经120度的地方平太阳时，比北京的地方时早约14分半钟。中国科学院国家授时中心授时部（二部）位于陕西省渭南市蒲城县负责发布北京时间（中国标准时间）
抹香鲸肠内分泌物的干燥品称“龙涎香”，为名贵的中药，用于治疗咳喘气逆、心腹疼痛等症。
神经科查体常用的用来检测一个人的计算力的方法，通常是：100减7是多少？再减7呢？以此类推持续递减，如果说像这样回答很困难的话，就说明这方面可能有问题了。 ​
历史上有一个女人伺候了六个皇帝，她就是隋炀帝的皇后萧氏。她从十三岁嫁为隋朝晋王妃开始，历经杨广、宇文化及、窦建德、突厥处罗可汗、吉利可汗和李世民等六位丈夫。
唐中宗李显身世显赫，自己是皇帝，父亲是皇帝，弟弟是皇帝，儿子是皇帝，侄儿是皇帝，更要命的是母亲还是皇帝武则天，于是称他为：六位帝黄丸。
中国历史上最牛的权臣是南北朝时期的宇文护，他权倾朝野的时代历经西魏、北周两朝，这期间他一共杀了3个皇帝。
世界上最高的模特世界上最高的模特是来自美国32岁的女模特Eva （昵称：Babezilla），她的身高达到了2.05米。
墨西哥男子曼努埃尔·乌里韦曾以560公斤体重被《吉尼斯世界纪录大全》列为“世界上最胖的人”。为站着与女友结婚，他曾减掉近半体重。
生活在美洲的负鼠刚分娩的时候不足两厘米，需要爬进母负鼠的育儿袋里继续发育，成长一段时间的幼鼠则会爬在母鼠的后背上游荡觅食，负鼠也因此得名。
美国人罗伯特·潘兴·瓦德罗，是人类医学史和吉尼斯世界纪录上的最高的人，瓦德罗身高达2米72，重达222公斤，他成年后还快速长高的原因是脑下垂体长了肿瘤，得了巨人症。
2016年末中国人口最多的省份是广东省1.043亿排名第一。人口总量比上年净增150万人，增长1.38%，增幅比上年提高0.21个百分点，是全国唯一一个增量突破百万大关的省份
一只雄虎发情后，它会预先就把自己的气味留在边界地上来吸引雌老虎，就是那种有着强烈味道的排泄物。
老虎一般在自己的领地内独居，这个领地大约得有方圆40公里才行。
猫咪在一天中有14～15小时在睡眠中度过，还有的猫，要睡20小时以上，所以猫就被称为“懒猫”。
"成年猫咪的牙齿大概30枚,幼年猫咪的牙齿大概26枚。"
马睡觉不一定非在晚上，更不是一觉睡到大天亮。要是没人打搅它，它可以随时随地睡觉，站着、卧着、躺着都能睡觉。
在英国，自杀是一种很重的罪，最高可以判处死刑。
日本人把饺子不是当主食而是当菜吃。
金城武不姓姓金，金城武姓金城。
蚊子有22颗牙齿。只有一对翅膀，另一对退化为平衡杆。
在唐代，一般将妓女比喻为“仙”，将妓院比喻为“仙境”。因此将妓院比喻为脱离尘世的仙境，将其中的妓女比作仙女。
大客车和货车的轮毂是前凸后凹。
当鲸鱼在海洋中死去，它的尸体会缓慢沉入海底。这个缓慢的过程有一个饱含诗意的名字——鲸落（Whale Fall）。
传销也分为北派传销和南派传销。
咬指甲被称为咬甲癖，是指在紧张、压力、饥饿或无聊状态下啃咬指甲或趾甲的习惯性行为。
指甲和头发都由蛋白质构成。
重庆人对小面的热爱可能外地人很难想象，重庆还有自己的小面协会。
"部分蝴蝶如凤蝶长有臭角,受威胁时喷射恶臭难闻臭液阻挡敌人。"
世界上最美丽最有观赏价值的蝴蝶多出产于南美巴西、秘鲁等国。
熊猫繁育最奇特的一点是它的新生儿在出生时发育相当的不成熟，体重仅仅是它母亲体重的0.1%，初生幼仔体重很轻，初生重平均为145克。
日本的视力表用的是C表（兰氏环视力表），而且还附带测色感的色块。
北极熊呼吸的气息在夕阳的映照下会呈现出火焰的效果。
空调发明家卡里尔被称为“制冷之父”， 但是空调最初设计是给机器用的，防止印刷油墨失调。
中国是全球番茄酱第一出口大国，曾占全球10大国家出口总量37.9%。
中国人常说五福临门，五福指的是：长寿、富贵、康宁、好德、善终。
在超过20年的时间里，美国所有洲际导弹发射井的发射密码都被设为了非常简单的八个零（00000000）
水中蝌蚪一旦缺碘就不能变成青蛙。
"章鱼的触手具有很强的再生能力,在危急时刻章鱼也会像壁虎一样,舍弃触手以此摆脱猎手的追击。"
机械风扇起源于1830年，一个叫詹姆斯·拜伦的美国人从钟表的结构中受到启发，发明了一种可以固定在天花板上，用发条驱动的机械风扇。
蝉在中国古代象征复活和永生，这个象征意义来自于它的生命周期：它最初是幼虫，后来成为地上的蝉蛹，最后变成飞虫。
1969年7月20日宇航员阿姆斯特朗首次成功登上月球，为纪念这一重要时刻，此后将每年的7月20日定为人类月球日。
万里长城总长21196.18千米。
“胡说”的“胡”其实指的是“胡人”的“胡”。西晋时期，胡人侵入了中原一带，学说的汉语非常不标准，所以汉人就管胡人说汉语叫“胡说”。
老虎除了交配繁殖期间外一向都是独居。
英语the eleventh hour不是指“十一点”，它的含义是“在最后关键时刻，刚好，及时”，也有挽回局面的关键时刻的含义。
大熊猫是中国特有的动物，只有中国有哦，现存的主要栖息地是中国四川、陕西和甘肃的山区。
加拿大领土面积为998.467万平方公里位居世界第二，但是约有90%的土地都无人居住。
"大熊猫大部分都是狮子座和处女座,因为它们有比较固定的发情期，所以它们的宝宝出生的时间也比较固定在一个时期。"
鲜和芬兰之间只隔了一个俄罗斯。
猫经常舔舐身上的毛发是为了除去身上的异味以躲避捕食者的追踪。
意大利语中蒙娜译为“我的女士” 蒙娜丽莎的意思是“丽莎夫人”。
海兔体内的雄性生殖器是“用过即丢”的可抛弃式，每次交配后就会舍弃用过的阴茎，并在一天内再生一段新阴茎，供下次交配使用。
苏格兰品牌Brewmeister 想要给人们带来最顶级的体验，他们的啤酒“蛇毒”(Snake Venom) 酒精度高达67度，是目前官方销售的世界最高酒精度数的啤酒。
"前美国总统奥巴马演讲严重依赖台词提示器,程度超过所有前任 被调侃为“提示器总统”。"
据说在古埃及和古印度大象的粪便还曾被用作避孕药而且效果相当不错。
全球恐怖分子本·拉登遭猎杀经历被好莱坞拍成电影《猎杀本拉登》并荣获多个国际大奖。
"狗姓：最早是我国姓氏之一，跟死姓等同为稀有姓氏，全国只有几家，约南宋以后,此姓即非常罕见。 狗姓现已改为苟姓。汉朝有狗未央。西晋还有一个人叫狗剑。"
蝉的一生，要经过卵、幼虫和成虫三个不同的时期。卵产在树上，幼虫生活在地下，成虫又重新回到树上。
本·拉登1957年3月10日出生于沙特阿拉伯，简称为奥萨马·本拉登、奥萨马、本·拉登、宾·拉登或拉登。
吉尼斯纪录认定世界最长寿的狗是日本Pusuke共活26岁9个月。
蒙古海军是世界上少数有内陆海军的国家中规模最小的海军部队。全部家当包括有三条船、两门炮、一台发动机，以及7名成员。
将熔化的玻璃靠重力自然滴入冰水中，就会形成这些如同蝌蚪状的“玻璃泪滴”。被俗称为“鲁珀特之泪”
多数男性双侧“蛋蛋”高度不同，有数据显示，超过85%的男性两侧“蛋蛋”高低不一，而且大部分是右侧“蛋蛋”比左侧略高一些。
1898年清朝与英国签订《展拓香港界址专条》租借新界99年，至1997年6月30日期满。
7月1日作为中国共产党的纪念日，是毛主席同志于1938年5月提出来的。7月1日也是香港回归纪念日。
海兔是雌雄同体的，也就是一只海兔的身上有雌雄两种性器官。
世界上第一个手机诞生于1973年的美国。
cf全名是Cross Fire《穿越火线》的简称，是韩国Smile Gate公司在2008年推出的次时代网络枪战游戏大作。
c罗全名是：克里斯蒂亚诺-罗纳尔多-多斯-桑托斯-阿维罗(Cristiano-Ronaldo-Dos-Santos-Aveiro)，克里斯蒂亚诺-罗纳尔多是他的名字；多斯-桑托斯是C罗母亲的姓氏；阿维罗是C罗父亲的姓氏。
世界上最长的国歌孟加拉人民共和国国歌《金色的孟加拉》它长达142小节。
万年历的名称来源于商朝一位名叫万年的人，他就是这部历法的编撰者。为纪念他的功绩便将这部历法命名为“万年历”。
鲸鱼在水里靠水的浮力支撑，上岸之后没有水的浮力，身体承受不了自己的体重，会把自己压死。
阿姆斯特朗于1969年7月21日时成为了第一个登上月球的宇航员，也是第一个在地球外星体上留下脚印的人类成员。
心脏每次收缩，大约喷出70毫升的血液，因此，每日10万次左右的收缩下，可以打出约75万毫升的血液。
海兔是科学家发现的第一种可生成植物色素叶绿素的动物。
法国是世界上第一个成立警察局的国家。当时候选了在监狱里关押的最大的盗窃犯当警察局长，他最熟悉盗窃犯的一切。
只有雌蚊子才吸血，雄性不会吸血。
三星起初是一家向中国出口水果、蔬菜和鱼干的农产品公司。
公蟑螂一生可以交配多次，母蟑螂一生只可一次，便可以终生产卵
近日，英国科学家宣称已经破解了先有鸡还是先有蛋这个谜团，答案就是先有鸡后有蛋，理由是他们发现一种能够催化蛋壳形成的蛋白质只存在于鸡的卵巢内。
兔子的两颗门牙总是不断生长，所以它们经常嗑硬东西磨牙
第一个成功横穿南极沙漠抵达南极的人是挪威探险家罗尔德-阿蒙森。他和其他4人利用狗拉雪橇成功抵达南极。
42粒咖啡豆才能做出一杯意式浓咖啡。
以色列是世界上惟一对妇女普遍实行义务兵役制的国家。
西汉时期有名的丞相张苍，老了后因为嘴里没有牙齿，所以只能靠吃人奶度日。
2011年，世界最小的国家梵蒂冈最新人口统计数据显示，该国现仅有32名女性公民，540名男性公民。
中国历史上第一本书是《易经》，这本出自洛水的书又称河图洛书。
蚊子的幼虫叫孑孓(jié jué)，维持它正常呼吸的法宝是尾部末端生成的呼吸管。孑孓倒立在水面下，将呼吸管伸到水面处，直接呼吸空气。
蜜蜂酿出450克蜂蜜需要寻遍200万朵花，一只蜜蜂一生中只能生产12分之一茶匙的蜂蜜。
黄瓜内部的温度比外部环境低6摄氏度。
有物体逐渐靠近眉心时，人体会感觉到压迫感。
"全世界大约每5人就有一个数学恐惧症患者,对数学怀有恐惧,就像表白遭拒一样刺激大脑的后脑岛，引发生理性疼痛。"
树懒会每隔一段时间爬下树排便，不会一股脑儿地直接从树上“空投”下来。
章鱼的血液是蓝色的。
河狸会被自己啃倒的树砸死。
觉得自己丑可能还是一种病 ——“想像丑陋综合症”，学名叫“躯体变形障碍”。
“美国”在日语中读作“米国“。
德国、荷兰和比利时三个国家的交界处。
河豚也会被自己的毒素毒死。
世界上的第一台汽车诞生于1886年。
"为了防止走私，印度在和巴基斯坦2000公里的边境线上装满了围墙和探照灯,这灯很亮，亮到太空都看得到。"
“执子之手，与子偕老”原来的意思是形容战友之间的感情的，可是后来被错误的理解为爱情诗。
pull up one's socks翻译过来是指鼓起勇气而不是“提上袜子”。
1986版《西游记》唐僧是由三个人饰演的。
中国同14个国家在陆地上接壤，与6个国家在海上相邻。
杜鹃鸟不会自己孵蛋，而是把自己的蛋寄托给其他鸟类，代为孵化和养育。
鲜花其实是植物的有性繁殖器官。
海马是在爸爸肚子里出生的。
河狸会修筑水坝，保持水面的相对稳定，从而保护自己的家庭不被捕食者袭击。
蜗牛是一个冬季、夏季都休眠的动物。
植物与动物一样，也会“睡觉”，这一现象在植物生理学中被称为“睡眠运动”。
人类的中指的指甲长得最快。
英国当年侵略过全球90%的国家。
《百家姓》的次序并不按照姓氏人口的多少来排列，而是从音韵的角度，做到读来顺口、易学好记。
维多利亚时代的阿达·洛芙莱斯出生于1815年，是世界上第一个计算机程序员。
诸子百家是对春秋战国时期各种学术派别的总称。并非真有一百个学术派别，只是表明当时思想家较多。
挪威“A+世界学院”可能是全球唯一的海上高中，整个学校是一艘在海上航行的帆船。
古代的门槛，是权力和地位的象征。谁家的门槛越高，说明主人身份越尊贵。
根据科学家的研究表明，人的头发平均一天长0.3~0.4毫米，一个月长1厘米左右。
鱼的“年轮”就是它的鳞片。
感冒药只是缓解感冒症状，并不能治愈感冒。
鳄鱼吃东西的时候会“流眼泪”。
“5.20网络情人节”又被称为“撒娇日”“表白日”。
马是站着睡觉的。
"星龟宝宝的性别与孵化温度有关,在低温中会孵出雄龟，在较高的温度下会孵出雌龟。"
铁桦树的木坚硬程度，比普通的钢铁硬一倍，是世界上最硬的木材。
宾利的LOGO左边的翅膀有10根大羽毛，右边的翅膀有11根大羽毛，并不是完全对称的。
天皇被认为是天神的后代，具有至高无上的权力，所以日本天皇都没有姓。
黑颜色的花是存在的，比如：墨菊、黑牡丹。
猪因为颈椎退化，导致头部不能扬起超过20°。生理结构造成的，所以说它一生都无法看到天空。
你一定听说过爱因斯坦小学数学不好，只考了一分，但在德国一分是满分。
美国和加拿大的国界线穿越了一户人家，这户人家一半属于加拿大，一半属于美国。
昙花的花期很短，大约只有3~4个小时，而且在晚上八九点以后才开花。
5月16日是马来西亚教师节。
每年的5月15日是“全国碘缺乏病宣传日”， 也被称作“全国碘缺乏病防治日”。
在秘鲁首都利马郊区有一个专门研究马铃薯的地方，叫做“国际马铃薯研究中心”。
土豆的原产地是南美洲的秘鲁。
1913年5月10日是世界上第一个母亲节。
冰糖葫芦最初是治病良药，从南宋皇宫中流入民间。
5月12日是第106个国际护士节。
“荤”字最初并不是指肉，它最早指的是那些有刺激性气味的蔬菜，比如“大蒜”。
身上颜色超过三种的猫一定是母猫。
冰雪在阿联酋是奢侈品 但这里却有世界最大的室内滑雪场。
狮子进食前总是先用舌头舔猎物，然后再下口吃。
喝茶也是会喝醉的。
蜜蜂的眼睛上是长毛的。
信天翁是翼展最长的飞鸟，可达3.5米以上。
北京故宫被誉为世界五大宫之首。（北京故宫、法国凡尔赛宫、英国白金汉宫、美国白宫和俄罗斯克里姆林宫）
人不可能憋气憋死自己。
大熊猫的第六根手指，是一根伪拇指。
"螳螂的眼睛在白天是透明的,晚上为了适应光线,眼睛就变成黑色了。"
鼯鼠是一种会“飞”的鼠，能在空中滑翔。
舌头是人体唯一一块仅有一端与人体相连的肌肉。
非洲象不论公母都长有长獠牙，亚洲象只有公像长有长獠牙。
古代皇帝的诏书前，通常会有一段特殊的文字，用来昭示其合法性，比如：“奉天承运皇帝诏曰”。
海参是在夏天休眠的动物。
蜗牛是世界上牙齿最多的动物，拥有25600颗牙齿。
猎豹只是爆发力强，并不能长期保持高速。
“五一国际劳动节”源于美国芝加哥城的工人大罢工。
兔子上坡跑得比下坡跑得快。
狗鼻子上的纹路就如同人的指纹，每个个体独一无二的。
企鹅想求婚时，会送给对方一颗小卵石。
竖着放鸡蛋才更保鲜
拉车比推车更省力
热水灭火比冷水更给力
椰果并不是椰子直接长出来的，而是椰子水经过一种细菌发酵的产物。
"向冷杯子中倒热水时,杯子厚的更容易被炸裂"
"兔子是典型的食草动物,但窝边草它却不吃，窝边草是用来藏身的。"
南极比北极冷。
阿拉伯故事《阿拉丁与神灯》中的主人公“阿拉丁”是个中国人。
世界上最长的英文单词由189819个字母构成，这个单词实际上是一种TITIN（肌联蛋白）的化学名称。
"《云宫迅音》是央视1986年版《西游记》序曲，又名《西游记序曲》 ，由作曲家许镜清所作。 《云宫迅音》的歌名其实是后来观众起的，当时只称作""西游记序曲""并没有具体的名字。"
据研究，一般人每天平均要放出约半升的屁，大约等于放14次屁。
海水看起来是湛蓝色的，被风卷起的浪花却是白花花的。
祷告中的“阿门”意思是“诚如所愿”。
每个月的14号都是情人节。
鸟群的梯形编队很少是完美的V字形，往往是J字形。
一个人的寿命以80年来算，可以算得一生大约有2500000000秒。
保时捷创始人是大众汽车创始人的亲儿子。
人体最敏感的手指是食指｡
有一种疾病叫作“抖腿综合征”，又称“不宁腿综合征”，它的症状主要是不可抑制地抖腿。
一罐330毫升的可口可乐，含糖量是35克，相当于7颗方糖。
1903年莱特兄弟发明了世界上第一家载人飞机，1969年人类就登上了月球，中间只相隔了66年。
自行车的发明时间比蒸汽火车的发明时间要晚。
科学研究发现，不爱吃香菜完全是因为基因导致的，而全世界大约有15%的人讨厌香菜。
奔驰发明的第一辆汽车是三轮的。
洗澡时想尿尿是一种非常正常的现象。
人的正常眨眼次数为每分钟15至20次，一天下来超过两万次。
蜥蜴会吃掉自己的尾巴。
Jeep车前脸中网都是7个孔。
德国刑法规定，见死不救者可判处一年以下监禁或者罚款。
世界最短国际航线：起飞到降落仅8分钟，这就条航行就是从瑞士圣加伦阿尔滕莱茵机场到德国肺特烈港，飞行距离20公里。
"鲱鱼会吞咽空气然后放屁,用屁声彼此交流。"
波多野结衣姓“波多野”，不姓“波多”。
法律不强制要求汽车安装前雾灯。
食品包装上的“QS”是拼音缩写，是“企业食品生产许可”的拼音“Qiyeshipin Shengchanxuke”的缩写。
牛顿发现万有引力的时候中国正处于清朝初期。
刺猬交配时母刺猬会塌下腰，翘起臀，尽量让棘刺平贴身体，避免误伤了公刺猬。
新疆的首府乌鲁木齐，被认为是世界上距离海洋最远的城市，它距最近的海岸线大约2253千米。
老鼠的精子比大象的还大。
从秦始皇算起到溥仪退位，中国共有408位皇帝。
金星的自转的速度非常慢，公转速度相对较快，所以金星的一天比一年还长。
一只成年的雄性狮子在发情期内，一天可以与雌狮发生二三百次性行为。
白萝卜在唐朝中期时属于朝廷贡品。
"秦始皇只比刘邦大3岁,比项羽大27岁。"
骨头汤的钙含量远低于牛奶。
公交车载客标准：1平方米超过8人才算超载。
电影《金刚：骷髅岛》中的巨大金刚身高达31.7米！
牛的共同的祖先叫原牛，最后一头原牛是1627年在波兰灭绝的。
起初汉语中没有“她”这个字与英语“She”相对译，因此翻译“She“时，常译成“他女”、“那女的”。
袋鼠不能倒退移动，只能向前，如果要转身只能掉个头再继续蹦跶。
牙膏包装底部的颜色条是用于生产过程中产品封尾时的定位与识别，常用的有红、蓝、绿及黑色等。
雪铁龙汽车的创始人名字叫做安德烈 • 雪铁龙。
科学家在巴西东部发现了被称为“新穴虫”的昆虫，双方可以连续性交40至70小时。
张学友表情包“食屎啦你”出自1988年香港电影《旺角卡门》。
日语里的“天地無用”是“请勿倒置”的意思。
自公元前221年秦王嬴政称“皇帝”，到1912年最后一个封建皇帝溥仪宣布退位止，中国经历了83个王朝，2132年。
19 世纪的欧洲男同性恋会戴着一朵绿色康乃馨。
1867年俄国将阿拉斯加州以700万美元和20万手续费卖给了美国。
小型有袋食肉动物宽足袋鼩(Agile antechinus)在发情的时候会和一位雌性进行长达14个小时的交配，最终让自己精尽而亡。
菲律宾法律规定唱国歌跑调的人将被判处2年以下有期徒刑和2000多美元罚款。
古代美洲印第安人的五大发明是烟草、玉米、西红柿、土豆、巧克力。
雄性章鱼的8个触手中有一根是它的生殖器。
美国总统演讲时的侧前方有两个透明的玻璃板——其实那两个玻璃就是他们的提词器，而上面的字只有他们才能看到。
人类的脚趾依据长度可以分为“埃及脚”“罗马脚”“希腊脚”3种。
汗血宝马，真名叫阿哈尔捷金马，属热血马，产地为土库曼斯坦。
中国首度公开、正式庆祝“三八”国际妇女节是在1924年3月的广州。
1982年，飞机上的饮料有茅台酒。
台湾省教育部门目前已经正式认定：“尴尬”是可以读作“jiān jiè”的。
朝鲜法律明令规定了拥有圣经不合法，一经发现民众私藏《圣经》轻则入狱，重则被处死。
腊梅其实不是梅花，连梅花科的都不是，完全是另外一科的植物。
雪铁龙最初是造齿轮的，所以车标是个双人字型齿轮。
a4纸大小尺寸为21*29.7cm（210mm×297mm）
寒冬腊月是寒月冬月腊月的缩写，寒月冬月腊月分别指阴历十、十一、十二这三个月。
委内瑞拉是全球夺得过世界小姐头衔最多的国家。
《西游记》中孙悟空的本领为七十二变，是指阴阳五行性质的变化，而变化成别的东西只属于七十二变中的“一变”。
普通话水平测试的简写是PSC(Putonghua Shuiping Ceshi)。
世界第二高峰是乔戈里峰，又被称为K2，海拔8611米。
日本是亚洲第一个举办奥运会的国家。
密西西比河和墨西哥湾海的相遇处，因密度不同而出现蓝绿分明的现象。
"穿山甲的英文名字pangolin,就是""卷起来""的意思。"
"一副扑克中的52张正牌，表示一年中有52个星期,两张副牌，大王表示太阳，小王代表月亮。"
中国历史上第一个自称皇帝的女人是陈硕真，她只在位了一个月。
祖宗十八代，是指上下九代的祖宗成员。
长颈鹿也长着角，它的角叫做长颈鹿角。
爱因斯坦9岁时不能流利说话，他妈妈曾经一度以为他是弱智
蚂蚁早上醒来会抓痒
海星有8只眼，每只脚都有一只
愈黑的环境下，猫的排尿次数会增加
